view,method,run,episode,score,best_score,distance_integral_score,training_return,cfd_steps,teacher_cfd_steps,cumulative_cfd_steps,candidate,iteration
cost,BC-PPO,2,95,-3.614271255953299,-3.044224427198934,-3.614271255953299,-6.12725617774125,10783,131047,1067495,,
cost,BC-PPO,2,96,-3.5743242511366082,-3.044224427198934,-3.5743242511366082,-4.064368117920642,15356,131047,1082851,,
cost,BC-PPO,2,97,-1.9518604929976995,-1.9518604929976995,-1.9518604929976995,-0.06369735881774252,10357,131047,1093208,,
cost,BC-PPO,2,98,-7.118243828007586,-1.9518604929976995,-7.118243828007586,-10.512440556190368,12255,131047,1105463,,
cost,BC-PPO,2,99,-6.028821485092224,-1.9518604929976995,-6.028821485092224,-9.11234477343443,10338,131047,1115801,,
cost,BC-PPO,2,100,-1.9263511051451823,-1.9263511051451823,-1.9263511051451823,-0.04065454869083318,9734,131047,1125535,,
cost,BC-PPO,2,101,-5.518850668511349,-1.9263511051451823,-5.518850668511349,-8.493617229921675,10790,131047,1136325,,
cost,BC-PPO,2,102,-5.792791040694398,-1.9263511051451823,-5.792791040694398,-8.832888687011746,10122,131047,1146447,,
cost,BC-PPO,2,103,-2.596446272905367,-1.9263511051451823,-2.596446272905367,-4.8720059366515205,10555,131047,1157002,,
cost,BC-PPO,2,104,-8.92999142879995,-1.9263511051451823,-8.92999142879995,-10.694512967442815,10485,131047,1167487,,
cost,BC-PPO,2,105,-4.360652177785894,-1.9263511051451823,-4.360652177785894,-7.057838456027563,10529,131047,1178016,,
cost,BC-PPO,2,106,-4.77758604962137,-1.9263511051451823,-4.77758604962137,-7.580174856289126,8227,131047,1186243,,
cost,BC-PPO,2,107,-4.600891330016149,-1.9263511051451823,-4.600891330016149,-7.370568670230759,8882,131047,1195125,,
cost,BC-PPO,2,108,-4.395140659438669,-1.9263511051451823,-4.395140659438669,-7.0932278083348335,11413,131047,1206538,,
cost,BC-PPO,2,109,-5.195829315485746,-1.9263511051451823,-5.195829315485746,-8.077132612309594,11104,131047,1217642,,
cost,BC-PPO,2,110,-8.71518762226681,-1.9263511051451823,-8.71518762226681,-10.46423782431439,10935,131047,1228577,,
cost,BC-PPO,2,111,-5.24021035676099,-1.9263511051451823,-5.24021035676099,-8.148107767648927,10047,131047,1238624,,
cost,BC-PPO,2,112,-6.9383338160921815,-1.9263511051451823,-6.9383338160921815,-10.261564796655808,9808,131047,1248432,,
cost,BC-PPO,2,113,-2.9887736238617397,-1.9263511051451823,-2.9887736238617397,-5.356474236004928,11711,131047,1260143,,
cost,BC-PPO,2,114,-6.929435865596518,-1.9263511051451823,-6.929435865596518,-10.249584348199576,10029,131047,1270172,,
cost,BC-PPO,2,115,-2.573016595986368,-1.9263511051451823,-2.573016595986368,-4.851668767140969,9834,131047,1280006,,
cost,BC-PPO,2,116,-7.056848588057544,-1.9263511051451823,-7.056848588057544,-10.40154976598293,9257,131047,1289263,,
cost,BC-PPO,2,117,-8.98275077565466,-1.9263511051451823,-8.98275077565466,-10.768024076996888,10346,131047,1299609,,
cost,BC-PPO,2,118,-4.787970253176115,-1.9263511051451823,-4.787970253176115,-7.604121856320795,9665,131047,1309274,,
cost,BC-PPO,2,119,-8.706822969589311,-1.9263511051451823,-8.706822969589311,-10.435093264100683,10977,131047,1320251,,
cost,BC-PPO,2,120,-7.050079497754637,-1.9263511051451823,-7.050079497754637,-10.393107279862445,9256,131047,1329507,,
cost,BC-PPO,2,121,-6.172610532347205,-1.9263511051451823,-6.172610532347205,-9.317047556033131,9675,131047,1339182,,
cost,BC-PPO,2,122,-9.155147059332926,-1.9263511051451823,-9.155147059332926,-10.990506138704205,11403,131047,1350585,,
cost,BC-PPO,2,123,-9.307601635037893,-1.9263511051451823,-9.307601635037893,-11.14158262194072,8503,131047,1359088,,
cost,BC-PPO,2,124,-8.854088459300494,-1.9263511051451823,-8.854088459300494,-10.607250699068038,9832,131047,1368920,,
cost,BC-PPO,2,125,-7.462366222935666,-1.9263511051451823,-7.462366222935666,-11.129570931718568,21256,131047,1390176,,
cost,BC-PPO,2,126,-4.597196846176505,-1.9263511051451823,-4.597196846176505,-5.355125640887272,11184,131047,1401360,,
cost,BC-PPO,2,127,-3.50176276226492,-1.9263511051451823,-3.50176276226492,-6.015595650577551,9307,131047,1410667,,
cost,BC-PPO,2,128,-5.500924938329331,-1.9263511051451823,-5.500924938329331,-8.482354351808343,9003,131047,1419670,,
cost,BC-PPO,2,129,-5.446350273129329,-1.9263511051451823,-5.446350273129329,-8.415931148986715,8886,131047,1428556,,
cost,BC-PPO,2,130,-8.23863438046162,-1.9263511051451823,-8.23863438046162,-11.861602839297428,10066,131047,1438622,,
cost,BC-PPO,2,131,-3.494947014191972,-1.9263511051451823,-3.494947014191972,-6.009354350780781,9282,131047,1447904,,
cost,BC-PPO,2,132,-5.700550707763252,-1.9263511051451823,-5.700550707763252,-8.728336304031412,9560,131047,1457464,,
cost,BC-PPO,2,133,-4.143799514065277,-1.9263511051451823,-4.143799514065277,-4.790191704457973,10742,131047,1468206,,
cost,BC-PPO,2,134,-5.401924781881987,-1.9263511051451823,-5.401924781881987,-8.355222943924558,9290,131047,1477496,,
cost,BC-PPO,2,135,-6.0381410121110495,-1.9263511051451823,-6.0381410121110495,-9.14857631359028,10160,131047,1487656,,
cost,BC-PPO,2,136,-3.9759708823491655,-1.9263511051451823,-3.9759708823491655,-6.604828883256338,8772,131047,1496428,,
cost,BC-PPO,2,137,-6.738921009301015,-1.9263511051451823,-6.738921009301015,-10.001949896478951,9449,131047,1505877,,
cost,BC-PPO,2,138,-4.254583878837876,-1.9263511051451823,-4.254583878837876,-6.940551936519516,8576,131047,1514453,,
cost,BC-PPO,2,139,-5.350309469056314,-1.9263511051451823,-5.350309469056314,-8.287422985522834,9754,131047,1524207,,
cost,BC-PPO,2,140,-4.803897838950632,-1.9263511051451823,-4.803897838950632,-7.622539640903577,9015,131047,1533222,,
cost,BC-PPO,2,141,-8.721981244270284,-1.9263511051451823,-8.721981244270284,-12.465142827760877,10169,131047,1543391,,
cost,BC-PPO,2,142,-2.758421226983198,-1.9263511051451823,-2.758421226983198,-5.085432627310454,9025,131047,1552416,,
cost,BC-PPO,2,143,-2.208617461457449,-1.9263511051451823,-2.208617461457449,-4.410583893223697,9995,131047,1562411,,
cost,BC-PPO,2,144,-2.7888425604455187,-1.9263511051451823,-2.7888425604455187,-5.117385438405866,9141,131047,1571552,,
cost,BC-PPO,2,145,-4.027617734713907,-1.9263511051451823,-4.027617734713907,-6.655688912336649,9094,131047,1580646,,
cost,BC-PPO,2,146,-4.765647273781595,-1.9263511051451823,-4.765647273781595,-7.561604105812361,9047,131047,1589693,,
cost,BC-PPO,2,147,-4.992342355853658,-1.9263511051451823,-4.992342355853658,-7.851984063050118,8736,131047,1598429,,
cost,BC-PPO,2,148,-5.236581713186015,-1.9263511051451823,-5.236581713186015,-8.139151651307799,9518,131047,1607947,,
cost,BC-PPO,2,149,-4.7500740593124835,-1.9263511051451823,-4.7500740593124835,-7.546415870597032,8099,131047,1616046,,
cost,BC-PPO,2,150,-4.85384776296358,-1.9263511051451823,-4.85384776296358,-7.653109697074032,8791,131047,1624837,,
cost,BC-PPO,2,151,-4.9455700572494035,-1.9263511051451823,-4.9455700572494035,-7.783823733121297,8406,131047,1633243,,
cost,BC-PPO,2,152,-5.845202262556873,-1.9263511051451823,-5.845202262556873,-8.891570926678034,10846,131047,1644089,,
cost,BC-PPO,2,153,-8.974957970040585,-1.9263511051451823,-8.974957970040585,-12.831208224039573,14986,131047,1659075,,
cost,BC-PPO,2,154,-5.707676791030321,-1.9263511051451823,-5.707676791030321,-8.725348364574936,8433,131047,1667508,,
cost,BC-PPO,2,155,-6.31744241163826,-1.9263511051451823,-6.31744241163826,-9.481239095443398,11833,131047,1679341,,
cost,BC-PPO,2,156,-4.788651121317006,-1.9263511051451823,-4.788651121317006,-7.5660508839285905,12275,131047,1691616,,
cost,BC-PPO,2,157,-4.855843333368241,-1.9263511051451823,-4.855843333368241,-7.648589737749035,8936,131047,1700552,,
cost,BC-PPO,2,158,-5.620319351164629,-1.9263511051451823,-5.620319351164629,-8.6109864776414,8820,131047,1709372,,
cost,BC-PPO,2,159,-5.6177869499964315,-1.9263511051451823,-5.6177869499964315,-8.597358438032717,8650,131047,1718022,,
cost,BC-PPO,2,160,-5.594321824253907,-1.9263511051451823,-5.594321824253907,-8.525394592034221,13849,131047,1731871,,
cost,BC-PPO,2,161,-5.69615909193126,-1.9263511051451823,-5.69615909193126,-8.709804538554309,10648,131047,1742519,,
cost,BC-PPO,2,162,-5.006796368656279,-1.9263511051451823,-5.006796368656279,-7.85673156580006,9163,131047,1751682,,
cost,BC-PPO,2,163,-5.55680357613129,-1.9263511051451823,-5.55680357613129,-8.473239214227757,13791,131047,1765473,,
cost,BC-PPO,2,164,-5.140766894477285,-1.9263511051451823,-5.140766894477285,-8.013536975333322,9011,131047,1774484,,
cost,BC-PPO,2,165,-5.386426922145147,-1.9263511051451823,-5.386426922145147,-8.31046574028655,8505,131047,1782989,,
cost,BC-PPO,2,166,-12.260306728451566,-1.9263511051451823,-12.260306728451566,-14.963140076628939,18116,131047,1801105,,
cost,BC-PPO,2,167,-5.160519560892059,-1.9263511051451823,-5.160519560892059,-8.048241345360378,7799,131047,1808904,,
cost,BC-PPO,2,168,-5.100175636569032,-1.9263511051451823,-5.100175636569032,-7.969058125051465,7586,131047,1816490,,
cost,BC-PPO,2,169,-2.896376846505462,-1.9263511051451823,-2.896376846505462,-5.251930348800183,8823,131047,1825313,,
cost,BC-PPO,2,170,-5.474862838284963,-1.9263511051451823,-5.474862838284963,-8.434604268245812,7706,131047,1833019,,
cost,BC-PPO,2,171,-4.583210050379235,-1.9263511051451823,-4.583210050379235,-7.344214650164115,7628,131047,1840647,,
cost,BC-PPO,2,172,-5.007854261293449,-1.9263511051451823,-5.007854261293449,-7.86642257751322,7467,131047,1848114,,
cost,BC-PPO,2,173,-5.188999316694156,-1.9263511051451823,-5.188999316694156,-8.089894855732966,7499,131047,1855613,,
cost,BC-PPO,2,174,-4.796020301293735,-1.9263511051451823,-4.796020301293735,-7.604995140161144,7939,131047,1863552,,
cost,BC-PPO,2,175,-5.519688117540774,-1.9263511051451823,-5.519688117540774,-8.49632558072255,8176,131047,1871728,,
cost,BC-PPO,2,176,-5.926618336798189,-1.9263511051451823,-5.926618336798189,-8.998271505232886,6734,131047,1878462,,
cost,BC-PPO,2,177,-4.502205407690109,-1.9263511051451823,-4.502205407690109,-7.238636044579308,7945,131047,1886407,,
cost,BC-PPO,2,178,-4.7890403587815396,-1.9263511051451823,-4.7890403587815396,-7.59045656945404,7483,131047,1893890,,
cost,BC-PPO,2,179,-4.197977724167002,-1.9263511051451823,-4.197977724167002,-6.883311617664795,7110,131047,1901000,,
cost,BC-PPO,2,180,-2.4412652928791445,-1.9263511051451823,-2.4412652928791445,-4.69970344999708,8821,131047,1909821,,
cost,BC-PPO,2,181,-2.9779388018231057,-1.9263511051451823,-2.9779388018231057,-5.374437609280674,7464,131047,1917285,,
cost,BC-PPO,2,182,-2.7613602911122457,-1.9263511051451823,-2.7613602911122457,-5.095754367038302,9113,131047,1926398,,
cost,BC-PPO,2,183,-5.711899582214693,-1.9263511051451823,-5.711899582214693,-8.73852523456705,6562,131047,1932960,,
cost,BC-PPO,2,184,-5.476030768539829,-1.9263511051451823,-5.476030768539829,-8.426727257417411,7270,131047,1940230,,
cost,BC-PPO,2,185,-3.6149988218627946,-1.9263511051451823,-3.6149988218627946,-6.159881913325691,7782,131047,1948012,,
cost,BC-PPO,2,186,-2.1071763303650077,-1.9263511051451823,-2.1071763303650077,-4.281628580902069,8779,131047,1956791,,
cost,BC-PPO,2,187,-2.3867364552929153,-1.9263511051451823,-2.3867364552929153,-4.63791838957781,8355,131047,1965146,,
cost,BC-PPO,2,188,-2.6008319716999146,-1.9263511051451823,-2.6008319716999146,-4.896542871962572,8418,131047,1973564,,
cost,BC-PPO,2,189,-3.6108639610360536,-1.9263511051451823,-3.6108639610360536,-6.151678412683074,7287,131047,1980851,,
cost,BC-PPO,2,190,-2.5721628383640853,-1.9263511051451823,-2.5721628383640853,-4.874371832328613,7841,131047,1988692,,
cost,BC-PPO,2,191,-4.672765103499436,-1.9263511051451823,-4.672765103499436,-7.437806132431784,7379,131047,1996071,,
cost,BC-PPO,2,192,-4.6120251758514295,-1.9263511051451823,-4.6120251758514295,-7.381016674177564,6820,131047,2002891,,
cost,BC-PPO,2,193,-5.950572094984215,-1.9263511051451823,-5.950572094984215,-9.019235045529708,6361,131047,2009252,,
cost,BC-PPO,2,194,-5.197143878420723,-1.9263511051451823,-5.197143878420723,-8.098886693523998,8048,131047,2017300,,
cost,BC-PPO,2,195,-4.60548217537501,-1.9263511051451823,-4.60548217537501,-7.362168301915404,7265,131047,2024565,,
cost,BC-PPO,2,196,-5.121966258719754,-1.9263511051451823,-5.121966258719754,-8.011442146556902,6689,131047,2031254,,
cost,BC-PPO,2,197,-6.223779974970139,-1.9263511051451823,-6.223779974970139,-9.352040787375795,6331,131047,2037585,,
cost,BC-PPO,2,198,-4.497554542600748,-1.9263511051451823,-4.497554542600748,-7.238798929510815,6694,131047,2044279,,
cost,BC-PPO,2,199,-4.057012393151629,-1.9263511051451823,-4.057012393151629,-6.679804981447058,8157,131047,2052436,,
cost,BC-PPO,2,200,-4.3136719410943805,-1.9263511051451823,-4.3136719410943805,-7.013153457229341,7028,131047,2059464,,
cost,BC-PPO,2,201,-3.3205586051326814,-1.9263511051451823,-3.3205586051326814,-5.779893877454809,8216,131047,2067680,,
cost,BC-PPO,2,202,-3.7432211839297587,-1.9263511051451823,-3.7432211839297587,-6.308745343840897,7229,131047,2074909,,
cost,BC-PPO,2,203,-5.92456719977169,-1.9263511051451823,-5.92456719977169,-8.982990823687555,6495,131047,2081404,,
cost,BC-PPO,2,204,-4.327942635069249,-1.9263511051451823,-4.327942635069249,-7.0185418179521415,7456,131047,2088860,,
cost,BC-PPO,2,205,-5.654821123766171,-1.9263511051451823,-5.654821123766171,-8.647851445061686,9285,131047,2098145,,
cost,BC-PPO,2,206,-4.098252791977716,-1.9263511051451823,-4.098252791977716,-6.7288661735415385,7898,131047,2106043,,
cost,BC-PPO,2,207,-4.749163918252486,-1.9263511051451823,-4.749163918252486,-7.536607684818262,7047,131047,2113090,,
cost,BC-PPO,2,208,-3.6542783584683045,-1.9263511051451823,-3.6542783584683045,-6.186975954373036,7630,131047,2120720,,
cost,BC-PPO,2,209,-6.292107339636675,-1.9263511051451823,-6.292107339636675,-9.437571415899349,7904,131047,2128624,,
cost,BC-PPO,2,210,-3.6190117436037914,-1.9263511051451823,-3.6190117436037914,-6.1254065665946085,8324,131047,2136948,,
cost,BC-PPO,2,211,-4.17514125028261,-1.9263511051451823,-4.17514125028261,-6.828768225863068,8000,131047,2144948,,
cost,BC-PPO,2,212,-5.72015223544875,-1.9263511051451823,-5.72015223544875,-8.733841188694761,8468,131047,2153416,,
cost,BC-PPO,2,213,-5.496295437147644,-1.9263511051451823,-5.496295437147644,-8.442622009679997,7392,131047,2160808,,
cost,BC-PPO,2,214,-4.891995748853078,-1.9263511051451823,-4.891995748853078,-7.699237151110183,7341,131047,2168149,,
cost,BC-PPO,2,215,-4.8898801016141835,-1.9263511051451823,-4.8898801016141835,-7.68720751878907,10256,131047,2178405,,
cost,BC-PPO,2,216,-5.915813979073213,-1.9263511051451823,-5.915813979073213,-8.955948095168528,7027,131047,2185432,,
cost,BC-PPO,2,217,-4.258015135679671,-1.9263511051451823,-4.258015135679671,-6.919480736331158,8334,131047,2193766,,
cost,BC-PPO,2,218,-3.9928943759571904,-1.9263511051451823,-3.9928943759571904,-6.598828631049547,8222,131047,2201988,,
cost,BC-PPO,2,219,-4.752145373477468,-1.9263511051451823,-4.752145373477468,-7.535546622638849,7753,131047,2209741,,
cost,BC-PPO,2,220,-5.0253891016278125,-1.9263511051451823,-5.0253891016278125,-7.866275614198688,8012,131047,2217753,,
cost,BC-PPO,2,221,-5.304935100321261,-1.9263511051451823,-5.304935100321261,-8.215201969760944,8168,131047,2225921,,
cost,BC-PPO,2,222,-4.411588496491611,-1.9263511051451823,-4.411588496491611,-7.104023712269294,8418,131047,2234339,,
cost,BC-PPO,2,223,-5.085843586155876,-1.9263511051451823,-5.085843586155876,-7.943458802792761,7567,131047,2241906,,
cost,BC-PPO,2,224,-5.626186623624344,-1.9263511051451823,-5.626186623624344,-8.59989331080216,7612,131047,2249518,,
cost,BC-PPO,2,225,-5.93947879957239,-1.9263511051451823,-5.93947879957239,-8.97745747689454,7930,131047,2257448,,
cost,BC-PPO,2,226,-5.569248919526,-1.9263511051451823,-5.569248919526,-8.530455999431377,8011,131047,2265459,,
cost,BC-PPO,2,227,-5.05436355081736,-1.9263511051451823,-5.05436355081736,-7.896938079669085,7767,131047,2273226,,
cost,BC-PPO,2,228,-6.0222745447007755,-1.9263511051451823,-6.0222745447007755,-9.089727035836956,8182,131047,2281408,,
cost,BC-PPO,2,229,-5.94143323060678,-1.9263511051451823,-5.94143323060678,-8.98737732527378,9178,131047,2290586,,
cost,BC-PPO,2,230,-5.365179032371662,-1.9263511051451823,-5.365179032371662,-8.273436043332097,8361,131047,2298947,,
cost,BC-PPO,2,231,-3.346451117959392,-1.9263511051451823,-3.346451117959392,-5.765585440331486,9069,131047,2308016,,
cost,BC-PPO,2,232,-3.583387565148369,-1.9263511051451823,-3.583387565148369,-6.071031237728547,8656,131047,2316672,,
cost,BC-PPO,2,233,-5.643606118275604,-1.9263511051451823,-5.643606118275604,-8.61340266567551,8717,131047,2325389,,
cost,BC-PPO,2,234,-5.110301358303925,-1.9263511051451823,-5.110301358303925,-7.964197730789528,8201,131047,2333590,,
cost,BC-PPO,2,235,-9.887237981280034,-1.9263511051451823,-9.887237981280034,-13.944270441945227,17147,131047,2350737,,
cost,BC-PPO,2,236,-5.210513737138477,-1.9263511051451823,-5.210513737138477,-8.085401861289828,8612,131047,2359349,,
cost,BC-PPO,2,237,-4.323582175582726,-1.9263511051451823,-4.323582175582726,-6.984631609922469,8978,131047,2368327,,
cost,BC-PPO,2,238,-1.9787015855897072,-1.9263511051451823,-1.9787015855897072,-0.09420792113885845,9375,131047,2377702,,
cost,BC-PPO,2,239,-3.628532453662719,-1.9263511051451823,-3.628532453662719,-6.132346800490002,8564,131047,2386266,,
cost,BC-PPO,2,240,-2.662632824875942,-1.9263511051451823,-2.662632824875942,-4.9320206434119225,9452,131047,2395718,,
cost,BC-PPO,2,241,-3.0963925424964645,-1.9263511051451823,-3.0963925424964645,-5.4850758260542065,9609,131047,2405327,,
cost,BC-PPO,2,242,-2.791421965830044,-1.9263511051451823,-2.791421965830044,-5.088698502115075,9433,131047,2414760,,
cost,BC-PPO,2,243,-3.272821012505527,-1.9263511051451823,-3.272821012505527,-5.687572940657451,9729,131047,2424489,,
cost,BC-PPO,2,244,-3.047219184091836,-1.9263511051451823,-3.047219184091836,-5.4054191787482795,9778,131047,2434267,,
cost,BC-PPO,2,245,-3.457569163118164,-1.9263511051451823,-3.457569163118164,-5.908461472032214,9881,131047,2444148,,
cost,BC-PPO,2,246,-3.4748471624152466,-1.9263511051451823,-3.4748471624152466,-5.92351728043925,10246,131047,2454394,,
cost,BC-PPO,2,247,-2.723133286177541,-1.9263511051451823,-2.723133286177541,-5.016568839014528,9172,131047,2463566,,
cost,BC-PPO,2,248,-6.951134441857343,-1.9263511051451823,-6.951134441857343,-10.251508791119278,12114,131047,2475680,,
cost,BC-PPO,2,249,-1.9045097258507944,-1.9045097258507944,-1.9045097258507944,-0.02080519845724682,9132,131047,2484812,,
cost,BC-PPO,2,250,-3.6324594638086904,-1.9045097258507944,-3.6324594638086904,-6.1437190310583984,8806,131047,2493618,,
cost,BC-PPO,2,251,-4.355106084385968,-1.9045097258507944,-4.355106084385968,-7.043670434602023,8425,131047,2502043,,
cost,BC-PPO,2,252,-2.762746482933702,-1.9045097258507944,-2.762746482933702,-5.0630392787749905,9330,131047,2511373,,
cost,BC-PPO,2,253,-2.567882860956722,-1.9045097258507944,-2.567882860956722,-4.83751111795759,9414,131047,2520787,,
cost,BC-PPO,2,254,-2.6620385094384487,-1.9045097258507944,-2.6620385094384487,-4.940690014928366,9322,131047,2530109,,
cost,BC-PPO,2,255,-3.29676868897191,-1.9045097258507944,-3.29676868897191,-5.711122690787338,9768,131047,2539877,,
cost,BC-PPO,2,256,-4.345230690497242,-1.9045097258507944,-4.345230690497242,-7.019539209100317,8511,131047,2548388,,
cost,BC-PPO,2,257,-2.8873511049028995,-1.9045097258507944,-2.8873511049028995,-5.1848331793049045,10855,131047,2559243,,
cost,BC-PPO,2,258,-2.912309477703408,-1.9045097258507944,-2.912309477703408,-5.231487358932002,10390,131047,2569633,,
cost,BC-PPO,2,259,-2.4249121297536522,-1.9045097258507944,-2.4249121297536522,-4.62911176162642,10157,131047,2579790,,
cost,BC-PPO,2,260,-1.9864022257298966,-1.9045097258507944,-1.9864022257298966,-0.10126339534917639,9566,131047,2589356,,
cost,BC-PPO,2,261,-3.1461086089453714,-1.9045097258507944,-3.1461086089453714,-5.525327054334122,9684,131047,2599040,,
cost,BC-PPO,2,262,-1.9860047916415335,-1.9045097258507944,-1.9860047916415335,-0.10195803281028937,9238,131047,2608278,,
cost,BC-PPO,2,263,-2.5694239906652947,-1.9045097258507944,-2.5694239906652947,-4.819870360389464,9646,131047,2617924,,
cost,BC-PPO,2,264,-2.8066930979171216,-1.9045097258507944,-2.8066930979171216,-5.116094572711889,9491,131047,2627415,,
cost,BC-PPO,2,265,-3.2502420227517694,-1.9045097258507944,-3.2502420227517694,-5.660854247091397,8962,131047,2636377,,
cost,BC-PPO,2,266,-3.177138770145528,-1.9045097258507944,-3.177138770145528,-5.573756367913501,9358,131047,2645735,,
cost,BC-PPO,2,267,-4.056442284213205,-1.9045097258507944,-4.056442284213205,-6.6577381865244485,9693,131047,2655428,,
cost,BC-PPO,2,268,-2.7598055383708875,-1.9045097258507944,-2.7598055383708875,-5.078726540107027,8973,131047,2664401,,
cost,BC-PPO,2,269,-2.9595980543221074,-1.9045097258507944,-2.9595980543221074,-5.312605742700516,8961,131047,2673362,,
cost,BC-PPO,2,270,-3.495605314751522,-1.9045097258507944,-3.495605314751522,-5.971806891086777,8424,131047,2681786,,
cost,BC-PPO,2,271,-3.022635449300462,-1.9045097258507944,-3.022635449300462,-5.378920115266764,9698,131047,2691484,,
cost,BC-PPO,2,272,-6.631048713245873,-1.9045097258507944,-6.631048713245873,-9.838460365047116,10553,131047,2702037,,
cost,BC-PPO,2,273,-4.121967584904568,-1.9045097258507944,-4.121967584904568,-6.743481568037715,8559,131047,2710596,,
cost,BC-PPO,2,274,-5.501290923691233,-1.9045097258507944,-5.501290923691233,-8.455936468617242,8765,131047,2719361,,
cost,BC-PPO,2,275,-3.380290650665757,-1.9045097258507944,-3.380290650665757,-5.835951970194694,8234,131047,2727595,,
cost,BC-PPO,2,276,-3.156819223787707,-1.9045097258507944,-3.156819223787707,-5.555698384572574,8408,131047,2736003,,
cost,BC-PPO,2,277,-5.022966277945344,-1.9045097258507944,-5.022966277945344,-7.841333383544098,8022,131047,2744025,,
cost,BC-PPO,2,278,-2.992447214918707,-1.9045097258507944,-2.992447214918707,-5.343286146779814,8970,131047,2752995,,
cost,BC-PPO,2,279,-3.599698597590872,-1.9045097258507944,-3.599698597590872,-6.081140118462216,8553,131047,2761548,,
cost,BC-PPO,2,280,-3.637798209704124,-1.9045097258507944,-3.637798209704124,-6.134753314307819,8409,131047,2769957,,
cost,BC-PPO,2,281,-3.6838406931726486,-1.9045097258507944,-3.6838406931726486,-6.206503635582108,8291,131047,2778248,,
cost,BC-PPO,2,282,-3.8092363106887106,-1.9045097258507944,-3.8092363106887106,-6.352612154840125,8501,131047,2786749,,
cost,BC-PPO,2,283,-3.994538963634617,-1.9045097258507944,-3.994538963634617,-6.575191338289412,8386,131047,2795135,,
cost,BC-PPO,2,284,-3.8495589886509967,-1.9045097258507944,-3.8495589886509967,-6.398070408491324,8431,131047,2803566,,
cost,BC-PPO,2,285,-4.433037093907771,-1.9045097258507944,-4.433037093907771,-7.116324004291973,9077,131047,2812643,,
cost,BC-PPO,2,286,-5.029914115454991,-1.9045097258507944,-5.029914115454991,-7.876130807955553,8259,131047,2820902,,
cost,BC-PPO,2,287,-3.005721080759942,-1.9045097258507944,-3.005721080759942,-5.377759835998576,8207,131047,2829109,,
cost,BC-PPO,2,288,-3.733188606806797,-1.9045097258507944,-3.733188606806797,-6.257787366327825,8338,131047,2837447,,
cost,BC-PPO,2,289,-3.4271478153056574,-1.9045097258507944,-3.4271478153056574,-5.8882715150073395,8245,131047,2845692,,
cost,BC-PPO,2,290,-3.346767797008677,-1.9045097258507944,-3.346767797008677,-5.794053160195355,8107,131047,2853799,,
cost,BC-PPO,2,291,-3.6016666736938596,-1.9045097258507944,-3.6016666736938596,-6.092357432399358,8368,131047,2862167,,
cost,BC-PPO,2,292,-3.7035883909345455,-1.9045097258507944,-3.7035883909345455,-6.2396949923730665,7530,131047,2869697,,
cost,BC-PPO,2,293,-3.1063387163494296,-1.9045097258507944,-3.1063387163494296,-5.497948244050711,7972,131047,2877669,,
cost,BC-PPO,2,294,-4.650857163733324,-1.9045097258507944,-4.650857163733324,-7.387385573222247,8399,131047,2886068,,
cost,BC-PPO,2,295,-3.9416609819868897,-1.9045097258507944,-3.9416609819868897,-6.520130446325751,8131,131047,2894199,,
cost,BC-PPO,2,296,-4.395361065750366,-1.9045097258507944,-4.395361065750366,-7.068107091323769,8466,131047,2902665,,
cost,BC-PPO,2,297,-5.289182557799898,-1.9045097258507944,-5.289182557799898,-8.179842300075668,7676,131047,2910341,,
cost,BC-PPO,2,298,-3.7654360442080006,-1.9045097258507944,-3.7654360442080006,-6.292680567165671,8491,131047,2918832,,
cost,BC-PPO,2,299,-4.082894729273267,-1.9045097258507944,-4.082894729273267,-6.686245254265274,8278,131047,2927110,,
cost,BC-PPO,2,300,-4.187279899832438,-1.9045097258507944,-4.187279899832438,-6.800766191322729,9784,131047,2936894,,
cost,BC-PPO,2,301,-4.227840622423443,-1.9045097258507944,-4.227840622423443,-6.85809309165889,8604,131047,2945498,,
cost,BC-PPO,2,302,-3.419193757009653,-1.9045097258507944,-3.419193757009653,-5.879382122809662,8384,131047,2953882,,
cost,BC-PPO,2,303,-4.532929913578686,-1.9045097258507944,-4.532929913578686,-7.240869730112308,8573,131047,2962455,,
cost,BC-PPO,2,304,-3.1437890044741996,-1.9045097258507944,-3.1437890044741996,-5.543187497516765,8521,131047,2970976,,
cost,BC-PPO,2,305,-4.8006278254052805,-1.9045097258507944,-4.8006278254052805,-7.572194713631853,8674,131047,2979650,,
cost,BC-PPO,2,306,-3.2497447279165987,-1.9045097258507944,-3.2497447279165987,-5.672840273950014,8391,131047,2988041,,
cost,BC-PPO,2,307,-3.920676250873633,-1.9045097258507944,-3.920676250873633,-6.4886117375469805,8421,131047,2996462,,
cost,BC-PPO,2,308,-3.0360041972066476,-1.9045097258507944,-3.0360041972066476,-5.407197253122376,8433,131047,3004895,,
cost,BC-PPO,2,309,-3.9840958853308486,-1.9045097258507944,-3.9840958853308486,-6.572190731282865,8573,131047,3013468,,
cost,BC-PPO,2,310,-5.776139627107644,-1.9045097258507944,-5.776139627107644,-8.750274613242038,8946,131047,3022414,,
cost,BC-PPO,2,311,-5.133612271123728,-1.9045097258507944,-5.133612271123728,-7.960024570832436,9378,131047,3031792,,
cost,BC-PPO,2,312,-3.366344891076227,-1.9045097258507944,-3.366344891076227,-5.81228598417248,8327,131047,3040119,,
