view,method,run,episode,score,best_score,distance_integral_score,training_return,cfd_steps,teacher_cfd_steps,cumulative_cfd_steps,candidate,iteration
episode,BC-PPO,3,479,-4.867179596464929,-1.683119661326127,-4.867179596464929,-7.661789152423779,,,,,
episode,BC-PPO,3,480,-5.990949201995318,-1.683119661326127,-5.990949201995318,-9.09656971839914,,,,,
episode,BC-PPO,3,481,-4.52606690894099,-1.683119661326127,-4.52606690894099,-5.222359402328438,,,,,
episode,BC-PPO,3,482,-6.166509534656166,-1.683119661326127,-6.166509534656166,-9.356554649740294,,,,,
episode,BC-PPO,3,483,-3.9422755592557195,-1.683119661326127,-3.9422755592557195,-6.5131765083399955,,,,,
episode,BC-PPO,3,484,-2.7910807724603233,-1.683119661326127,-2.7910807724603233,-5.1068193883865085,,,,,
episode,BC-PPO,3,485,-5.763795718113212,-1.683119661326127,-5.763795718113212,-8.816573565832073,,,,,
episode,BC-PPO,3,486,-6.347489500436571,-1.683119661326127,-6.347489500436571,-9.600122983915497,,,,,
episode,BC-PPO,3,487,-5.335493318045756,-1.683119661326127,-5.335493318045756,-8.274063854339897,,,,,
episode,BC-PPO,3,488,-5.123455861928427,-1.683119661326127,-5.123455861928427,-8.034619836280568,,,,,
episode,BC-PPO,3,489,-7.537422196881309,-1.683119661326127,-7.537422196881309,-11.184479078215547,,,,,
episode,BC-PPO,3,490,-3.7345933719682978,-1.683119661326127,-3.7345933719682978,-6.25909085000385,,,,,
episode,BC-PPO,3,491,-5.598158654759084,-1.683119661326127,-5.598158654759084,-8.71148010282673,,,,,
episode,BC-PPO,3,492,-4.568304423628007,-1.683119661326127,-4.568304423628007,-7.366507533819279,,,,,
episode,BC-PPO,3,493,-3.92556196125168,-1.683119661326127,-3.92556196125168,-6.524934728412604,,,,,
episode,BC-PPO,3,494,-4.739535449104052,-1.683119661326127,-4.739535449104052,-7.553268412075972,,,,,
episode,BC-PPO,3,495,-4.364571530133204,-1.683119661326127,-4.364571530133204,-7.060240656201793,,,,,
episode,BC-PPO,3,496,-1.9436440104009651,-1.683119661326127,-1.9436440104009651,-0.0384243345239752,,,,,
episode,BC-PPO,3,497,-3.803115055741008,-1.683119661326127,-3.803115055741008,-6.386763568059468,,,,,
episode,BC-PPO,3,498,-4.06109733697296,-1.683119661326127,-4.06109733697296,-6.699791459903737,,,,,
episode,BC-PPO,3,499,-4.136798489067901,-1.683119661326127,-4.136798489067901,-6.794678622645289,,,,,
episode,BC-PPO,3,500,-1.8982107526052405,-1.683119661326127,-1.8982107526052405,-0.007217882150359678,,,,,
episode,BC-PPO,3,501,-4.470512168301001,-1.683119661326127,-4.470512168301001,-7.201736070137434,,,,,
episode,BC-PPO,3,502,-4.680526213736268,-1.683119661326127,-4.680526213736268,-7.448712936812374,,,,,
episode,BC-PPO,3,503,-3.967404519448682,-1.683119661326127,-3.967404519448682,-6.574746499578291,,,,,
episode,BC-PPO,3,504,-4.45144876882052,-1.683119661326127,-4.45144876882052,-7.178410387268245,,,,,
episode,BC-PPO,3,505,-4.691941722731343,-1.683119661326127,-4.691941722731343,-7.469131435392694,,,,,
episode,BC-PPO,3,506,-2.3740973928860765,-1.683119661326127,-2.3740973928860765,-4.618089917172076,,,,,
episode,BC-PPO,3,507,-2.7480975845961657,-1.683119661326127,-2.7480975845961657,-5.083139220651501,,,,,
episode,BC-PPO,3,508,-6.621968554576951,-1.683119661326127,-6.621968554576951,-9.98393993666797,,,,,
episode,BC-PPO,3,509,-9.202822298217098,-1.683119661326127,-9.202822298217098,-13.22292218692082,,,,,
episode,BC-PPO,3,510,-3.7512732868538095,-1.683119661326127,-3.7512732868538095,-6.308669036940252,,,,,
episode,BC-PPO,3,511,-4.99068548481827,-1.683119661326127,-4.99068548481827,-7.841602988139205,,,,,
episode,BC-PPO,3,512,-6.2670909714422995,-1.683119661326127,-6.2670909714422995,-9.552902941285986,,,,,
episode,BC-PPO,3,513,-1.8814543032650626,-1.683119661326127,-1.8814543032650626,0.0072691001200710925,,,,,
episode,BC-PPO,3,514,-1.9340614809371701,-1.683119661326127,-1.9340614809371701,-0.04159193828773855,,,,,
episode,BC-PPO,3,515,-4.382155581066937,-1.683119661326127,-4.382155581066937,-7.105667584620526,,,,,
episode,BC-PPO,3,516,-4.888561334890914,-1.683119661326127,-4.888561334890914,-7.721060696254455,,,,,
episode,BC-PPO,3,517,-4.446693916034016,-1.683119661326127,-4.446693916034016,-7.198229896013292,,,,,
episode,BC-PPO,3,518,-3.938651325606808,-1.683119661326127,-3.938651325606808,-6.55950617926948,,,,,
episode,BC-PPO,3,519,-5.846670402686365,-1.683119661326127,-5.846670402686365,-8.997294121563357,,,,,
episode,BC-PPO,3,520,-5.733464728835987,-1.683119661326127,-5.733464728835987,-8.776863492145884,,,,,
episode,BC-PPO,3,521,-5.211236841913475,-1.683119661326127,-5.211236841913475,-8.126971044910377,,,,,
episode,BC-PPO,3,522,-12.182171444028572,-1.683119661326127,-12.182171444028572,-16.6163048751771,,,,,
episode,BC-PPO,3,523,-11.661997147102642,-1.683119661326127,-11.661997147102642,-15.991289708056923,,,,,
episode,BC-PPO,3,524,-4.975098804897771,-1.683119661326127,-4.975098804897771,-7.838092668465389,,,,,
episode,BC-PPO,3,525,-4.569139914369867,-1.683119661326127,-4.569139914369867,-7.320736104260115,,,,,
episode,BC-PPO,3,526,-5.8309877505507615,-1.683119661326127,-5.8309877505507615,-8.973142990145071,,,,,
episode,BC-PPO,3,527,-5.365487585522908,-1.683119661326127,-5.365487585522908,-8.305548713524237,,,,,
episode,BC-PPO,3,528,-5.588140907487543,-1.683119661326127,-5.588140907487543,-8.573716247185967,,,,,
episode,BC-PPO,3,529,-5.508618827155093,-1.683119661326127,-5.508618827155093,-8.484445276785152,,,,,
episode,BC-PPO,3,530,-12.328160545134937,-1.683119661326127,-12.328160545134937,-16.79060380641723,,,,,
episode,BC-PPO,3,531,-4.168186934828263,-1.683119661326127,-4.168186934828263,-4.812094413854791,,,,,
episode,BC-PPO,3,532,-4.169547283445059,-1.683119661326127,-4.169547283445059,-6.825854190070293,,,,,
episode,BC-PPO,3,533,-4.9326376442520425,-1.683119661326127,-4.9326376442520425,-7.76041878451663,,,,,
episode,BC-PPO,3,534,-2.284622512493918,-1.683119661326127,-2.284622512493918,-4.479657057801791,,,,,
episode,BC-PPO,3,535,-4.884691199536255,-1.683119661326127,-4.884691199536255,-7.752344205985393,,,,,
episode,BC-PPO,3,536,-5.048567399650366,-1.683119661326127,-5.048567399650366,-7.906581208924212,,,,,
episode,BC-PPO,3,537,-5.39873974134171,-1.683119661326127,-5.39873974134171,-8.337221042964517,,,,,
episode,BC-PPO,3,538,-2.048808176141007,-1.683119661326127,-2.048808176141007,-0.158424507285424,,,,,
episode,BC-PPO,3,539,-4.898466265238186,-1.683119661326127,-4.898466265238186,-7.772580866683104,,,,,
episode,BC-PPO,3,540,-4.273426222028558,-1.683119661326127,-4.273426222028558,-6.966673101128069,,,,,
episode,BC-PPO,3,541,-2.8743144649565933,-1.683119661326127,-2.8743144649565933,-5.2349858316184505,,,,,
episode,BC-PPO,3,542,-3.8859047685981247,-1.683119661326127,-3.8859047685981247,-6.492370203762279,,,,,
episode,BC-PPO,3,543,-3.6532105627923377,-1.683119661326127,-3.6532105627923377,-6.200987250311739,,,,,
episode,BC-PPO,3,544,-3.3595563429327306,-1.683119661326127,-3.3595563429327306,-5.833044693544979,,,,,
episode,BC-PPO,3,545,-5.9369705091170255,-1.683119661326127,-5.9369705091170255,-9.178189545913003,,,,,
episode,BC-PPO,3,546,-3.533749958566271,-1.683119661326127,-3.533749958566271,-6.048444524697325,,,,,
episode,BC-PPO,3,547,-3.5027693970610567,-1.683119661326127,-3.5027693970610567,-6.016939608249604,,,,,
episode,BC-PPO,3,548,-1.9248860337871982,-1.683119661326127,-1.9248860337871982,-0.03597996950176974,,,,,
episode,BC-PPO,3,549,-3.406990526507837,-1.683119661326127,-3.406990526507837,-5.9021092777821655,,,,,
episode,BC-PPO,3,550,-6.779040753074362,-1.683119661326127,-6.779040753074362,-10.175098607230924,,,,,
episode,BC-PPO,3,551,-4.057734946237238,-1.683119661326127,-4.057734946237238,-6.717147996860174,,,,,
episode,BC-PPO,3,552,-4.160278153403742,-1.683119661326127,-4.160278153403742,-6.840680182407472,,,,,
episode,BC-PPO,3,553,-5.492245042815243,-1.683119661326127,-5.492245042815243,-8.507136979935382,,,,,
episode,BC-PPO,3,554,-5.117236700878939,-1.683119661326127,-5.117236700878939,-8.04018301259537,,,,,
episode,BC-PPO,3,555,-5.1586523995010385,-1.683119661326127,-5.1586523995010385,-8.096907164051785,,,,,
episode,BC-PPO,3,556,-3.436324346351594,-1.683119661326127,-3.436324346351594,-5.933597103344462,,,,,
episode,BC-PPO,3,557,-12.453618375205917,-1.683119661326127,-12.453618375205917,-16.94164111481534,,,,,
episode,BC-PPO,3,558,-3.456954807826497,-1.683119661326127,-3.456954807826497,-5.950291219978197,,,,,
episode,BC-PPO,3,559,-5.926823806569185,-1.683119661326127,-5.926823806569185,-9.04377290209079,,,,,
episode,BC-PPO,3,560,-1.9363137078885133,-1.683119661326127,-1.9363137078885133,-0.039895757689198064,,,,,
episode,BC-PPO,3,561,-5.424847846419978,-1.683119661326127,-5.424847846419978,-8.445039946888137,,,,,
episode,BC-PPO,3,562,-4.178348303065104,-1.683119661326127,-4.178348303065104,-6.882015511095932,,,,,
episode,BC-PPO,3,563,-3.779554986676184,-1.683119661326127,-3.779554986676184,-6.371414823172991,,,,,
episode,BC-PPO,3,564,-3.1102127073204793,-1.683119661326127,-3.1102127073204793,-5.539462868212045,,,,,
episode,BC-PPO,3,565,-3.9256571695901687,-1.683119661326127,-3.9256571695901687,-6.540018033847398,,,,,
episode,BC-PPO,3,566,-7.242195029892652,-1.683119661326127,-7.242195029892652,-10.727348287140755,,,,,
episode,BC-PPO,3,567,-1.8768604469075663,-1.683119661326127,-1.8768604469075663,0.014335434427312999,,,,,
episode,BC-PPO,3,568,-6.644114070517835,-1.683119661326127,-6.644114070517835,-10.00287427854977,,,,,
episode,BC-PPO,3,569,-4.536899175819138,-1.683119661326127,-4.536899175819138,-5.298313919144472,,,,,
episode,BC-PPO,3,570,-6.255066722927069,-1.683119661326127,-6.255066722927069,-9.516065040362427,,,,,
episode,BC-PPO,3,571,-12.319525103927493,-1.683119661326127,-12.319525103927493,-16.78102064180699,,,,,
episode,BC-PPO,3,572,-5.012853577245045,-1.683119661326127,-5.012853577245045,-7.904812173096485,,,,,
episode,BC-PPO,3,573,-5.325189714433935,-1.683119661326127,-5.325189714433935,-8.323353557839635,,,,,
episode,BC-PPO,3,574,-5.422812010647848,-1.683119661326127,-5.422812010647848,-8.448072929601778,,,,,
episode,BC-PPO,3,575,-3.459540808584973,-1.683119661326127,-3.459540808584973,-5.983385324244054,,,,,
episode,BC-PPO,3,576,-12.313495387083265,-1.683119661326127,-12.313495387083265,-16.773251453501295,,,,,
episode,BC-PPO,3,577,-5.134955901952954,-1.683119661326127,-5.134955901952954,-8.078152802706088,,,,,
episode,BC-PPO,3,578,-8.911726526099454,-1.683119661326127,-8.911726526099454,-12.848239491865739,,,,,
episode,BC-PPO,3,579,-4.9243650852809004,-1.683119661326127,-4.9243650852809004,-7.8059114050270715,,,,,
episode,BC-PPO,3,580,-5.224986201903872,-1.683119661326127,-5.224986201903872,-8.203750324510647,,,,,
episode,BC-PPO,3,581,-7.8308130020510704,-1.683119661326127,-7.8308130020510704,-11.478029564072095,,,,,
episode,BC-PPO,3,582,-1.6675631058850071,-1.6675631058850071,-1.6675631058850071,0.21194588594517794,,,,,
episode,BC-PPO,3,583,-13.712819642864778,-1.6675631058850071,-13.712819642864778,-18.455878519087037,,,,,
episode,BC-PPO,3,584,-3.5604877505810633,-1.6675631058850071,-3.5604877505810633,-6.12534948067276,,,,,
episode,BC-PPO,3,585,-6.2346031306472245,-1.6675631058850071,-6.2346031306472245,-9.453511217149401,,,,,
episode,BC-PPO,3,586,-1.6760411561156563,-1.6675631058850071,-1.6760411561156563,0.20356459137952432,,,,,
episode,BC-PPO,3,587,-3.3362502738348425,-1.6675631058850071,-3.3362502738348425,-5.849062441332499,,,,,
episode,BC-PPO,3,588,-3.240864919698299,-1.6675631058850071,-3.240864919698299,-5.713741406847246,,,,,
episode,BC-PPO,3,589,-3.8538075289200133,-1.6675631058850071,-3.8538075289200133,-6.483063123013449,,,,,
episode,BC-PPO,3,590,-10.951746885862498,-1.6675631058850071,-10.951746885862498,-15.12497821351391,,,,,
episode,BC-PPO,3,591,-3.111878318089971,-1.6675631058850071,-3.111878318089971,-5.56962694017585,,,,,
episode,BC-PPO,3,592,-8.637929612854423,-1.6675631058850071,-8.637929612854423,-12.340719013533137,,,,,
episode,BC-PPO,3,593,-3.6310372014734575,-1.6675631058850071,-3.6310372014734575,-6.20205616394145,,,,,
episode,BC-PPO,3,594,-11.161363679838518,-1.6675631058850071,-11.161363679838518,-15.38715262800373,,,,,
episode,BC-PPO,3,595,-3.3270403354756724,-1.6675631058850071,-3.3270403354756724,-5.822182469573022,,,,,
episode,BC-PPO,3,596,-3.3648896702583126,-1.6675631058850071,-3.3648896702583126,-5.873154417822281,,,,,
episode,BC-PPO,3,597,-3.6592863955627326,-1.6675631058850071,-3.6592863955627326,-6.243271379443823,,,,,
episode,BC-PPO,3,598,-12.137971854329226,-1.6675631058850071,-12.137971854329226,-16.562481394139688,,,,,
episode,BC-PPO,3,599,-3.2201969547757106,-1.6675631058850071,-3.2201969547757106,-5.70036949115142,,,,,
episode,BC-PPO,3,600,-3.2730386240811358,-1.6675631058850071,-3.2730386240811358,-5.77007515594231,,,,,
episode,BC-PPO,4,1,-9.825939081232612,-9.825939081232612,-9.825939081232612,-11.767111605682425,,,,,
episode,BC-PPO,4,2,-9.784327198852687,-9.784327198852687,-9.784327198852687,-11.715673360546212,,,,,
episode,BC-PPO,4,3,-9.674267018941126,-9.674267018941126,-9.674267018941126,-11.571055941858804,,,,,
episode,BC-PPO,4,4,-9.406531521169672,-9.406531521169672,-9.406531521169672,-11.242060964923374,,,,,
episode,BC-PPO,4,5,-9.73713261267408,-9.406531521169672,-9.73713261267408,-11.653542827998395,,,,,
episode,BC-PPO,4,6,-9.519558946484663,-9.406531521169672,-9.519558946484663,-11.385208123861824,,,,,
episode,BC-PPO,4,7,-9.978418467423005,-9.406531521169672,-9.978418467423005,-11.944438577285393,,,,,
episode,BC-PPO,4,8,-9.193131167386595,-9.193131167386595,-9.193131167386595,-10.98984355581334,,,,,
episode,BC-PPO,4,9,-9.475376555124003,-9.193131167386595,-9.475376555124003,-11.33766092786525,,,,,
episode,BC-PPO,4,10,-9.114667991291956,-9.114667991291956,-9.114667991291956,-10.891504959805836,,,,,
episode,BC-PPO,4,11,-9.234128281867296,-9.114667991291956,-9.234128281867296,-11.04128642545458,,,,,
episode,BC-PPO,4,12,-9.260890321321613,-9.114667991291956,-9.260890321321613,-11.066003682875658,,,,,
episode,BC-PPO,4,13,-10.094281758486467,-9.114667991291956,-10.094281758486467,-12.082861507662072,,,,,
episode,BC-PPO,4,14,-9.905266176655035,-9.114667991291956,-9.905266176655035,-11.852497300031391,,,,,
episode,BC-PPO,4,15,-9.573988370819617,-9.114667991291956,-9.573988370819617,-11.451399757946431,,,,,
episode,BC-PPO,4,16,-9.906336769806247,-9.114667991291956,-9.906336769806247,-11.850227820500995,,,,,
episode,BC-PPO,4,17,-10.05294118659709,-9.114667991291956,-10.05294118659709,-12.03624877230302,,,,,
episode,BC-PPO,4,18,-9.666865996029085,-9.114667991291956,-9.666865996029085,-11.565053905784016,,,,,
episode,BC-PPO,4,19,-9.859731614659836,-9.114667991291956,-9.859731614659836,-11.797651013552548,,,,,
episode,BC-PPO,4,20,-9.816929652170828,-9.114667991291956,-9.816929652170828,-11.74904508318327,,,,,
episode,BC-PPO,4,21,-9.780540929685422,-9.114667991291956,-9.780540929685422,-11.701617468423184,,,,,
episode,BC-PPO,4,22,-9.719605447744785,-9.114667991291956,-9.719605447744785,-11.628540257582545,,,,,
episode,BC-PPO,4,23,-9.283471284947192,-9.114667991291956,-9.283471284947192,-11.09758479668011,,,,,
episode,BC-PPO,4,24,-9.66747458213707,-9.114667991291956,-9.66747458213707,-11.567868984031,,,,,
episode,BC-PPO,4,25,-9.561985882573811,-9.114667991291956,-9.561985882573811,-11.443110773275654,,,,,
episode,BC-PPO,4,26,-9.739325826890777,-9.114667991291956,-9.739325826890777,-11.660456074023708,,,,,
episode,BC-PPO,4,27,-9.845021435226588,-9.114667991291956,-9.845021435226588,-11.790386566346948,,,,,
episode,BC-PPO,4,28,-9.5028286956316,-9.114667991291956,-9.5028286956316,-11.372413030843278,,,,,
episode,BC-PPO,4,29,-9.668000321344543,-9.114667991291956,-9.668000321344543,-11.57321710337625,,,,,
episode,BC-PPO,4,30,-9.629279835166557,-9.114667991291956,-9.629279835166557,-11.524694510830683,,,,,
episode,BC-PPO,4,31,-9.777581334392448,-9.114667991291956,-9.777581334392448,-11.698794622399825,,,,,
episode,BC-PPO,4,32,-9.685476004203252,-9.114667991291956,-9.685476004203252,-11.59705848609788,,,,,
episode,BC-PPO,4,33,-9.914661750593307,-9.114667991291956,-9.914661750593307,-11.877578866126417,,,,,
episode,BC-PPO,4,34,-9.648109433261064,-9.114667991291956,-9.648109433261064,-11.55133898178334,,,,,
episode,BC-PPO,4,35,-9.838366737140335,-9.114667991291956,-9.838366737140335,-11.785278356727751,,,,,
episode,BC-PPO,4,36,-9.81484104255708,-9.114667991291956,-9.81484104255708,-11.758745251414458,,,,,
episode,BC-PPO,4,37,-9.985415068804492,-9.114667991291956,-9.985415068804492,-11.967832240577069,,,,,
episode,BC-PPO,4,38,-10.165664898763126,-9.114667991291956,-10.165664898763126,-12.195048242500201,,,,,
episode,BC-PPO,4,39,-10.031323471766484,-9.114667991291956,-10.031323471766484,-12.0326920852684,,,,,
episode,BC-PPO,4,40,-10.003952857790114,-9.114667991291956,-10.003952857790114,-11.99756292116828,,,,,
episode,BC-PPO,4,41,-10.295258802857237,-9.114667991291956,-10.295258802857237,-12.346336744797632,,,,,
episode,BC-PPO,4,42,-10.370460887049306,-9.114667991291956,-10.370460887049306,-12.436051702537666,,,,,
episode,BC-PPO,4,43,-10.365623283132031,-9.114667991291956,-10.365623283132031,-12.431213567105898,,,,,
episode,BC-PPO,4,44,-10.570738445250017,-9.114667991291956,-10.570738445250017,-12.689210754141119,,,,,
episode,BC-PPO,4,45,-10.176503441247506,-9.114667991291956,-10.176503441247506,-12.198612101241741,,,,,
episode,BC-PPO,4,46,-10.163862116329991,-9.114667991291956,-10.163862116329991,-12.190223421244365,,,,,
episode,BC-PPO,4,47,-10.092552600117438,-9.114667991291956,-10.092552600117438,-12.100755709265629,,,,,
episode,BC-PPO,4,48,-9.716816856158285,-9.114667991291956,-9.716816856158285,-11.645519046051344,,,,,
episode,BC-PPO,4,49,-10.055259454998247,-9.114667991291956,-10.055259454998247,-12.058458337387298,,,,,
episode,BC-PPO,4,50,-9.965629519456986,-9.114667991291956,-9.965629519456986,-11.94783927087735,,,,,
episode,BC-PPO,4,51,-10.049009718562752,-9.114667991291956,-10.049009718562752,-12.046847549948252,,,,,
episode,BC-PPO,4,52,-9.964492314334677,-9.114667991291956,-9.964492314334677,-11.945507203371514,,,,,
episode,BC-PPO,4,53,-10.249636861377988,-9.114667991291956,-10.249636861377988,-12.291182932652259,,,,,
episode,BC-PPO,4,54,-10.057260053094817,-9.114667991291956,-10.057260053094817,-12.05975543154679,,,,,
episode,BC-PPO,4,55,-10.072597032666707,-9.114667991291956,-10.072597032666707,-12.07625978225017,,,,,
episode,BC-PPO,4,56,-10.202775792914991,-9.114667991291956,-10.202775792914991,-12.235522595971393,,,,,
episode,BC-PPO,4,57,-9.922753712269202,-9.114667991291956,-9.922753712269202,-11.891964674026468,,,,,
episode,BC-PPO,4,58,-9.939516164019954,-9.114667991291956,-9.939516164019954,-11.911754706083565,,,,,
episode,BC-PPO,4,59,-9.825733886920268,-9.114667991291956,-9.825733886920268,-11.780808404375088,,,,,
episode,BC-PPO,4,60,-9.749529059499832,-9.114667991291956,-9.749529059499832,-11.682848042776303,,,,,
episode,BC-PPO,4,61,-10.006623128389386,-9.114667991291956,-10.006623128389386,-11.993761819702533,,,,,
episode,BC-PPO,4,62,-10.108825322764867,-9.114667991291956,-10.108825322764867,-12.119652429958343,,,,,
episode,BC-PPO,4,63,-9.905621300090083,-9.114667991291956,-9.905621300090083,-11.874782650437105,,,,,
episode,BC-PPO,4,64,-9.968851529658362,-9.114667991291956,-9.968851529658362,-11.944634167132044,,,,,
episode,BC-PPO,4,65,-9.929697367454112,-9.114667991291956,-9.929697367454112,-11.897245807824302,,,,,
episode,BC-PPO,4,66,-10.318097472663585,-9.114667991291956,-10.318097472663585,-12.373097454965972,,,,,
episode,BC-PPO,4,67,-10.262430140903206,-9.114667991291956,-10.262430140903206,-12.307694074679981,,,,,
episode,BC-PPO,4,68,-10.107709782854954,-9.114667991291956,-10.107709782854954,-12.117496126177942,,,,,
episode,BC-PPO,4,69,-9.972429507822563,-9.114667991291956,-9.972429507822563,-11.953531102386409,,,,,
episode,BC-PPO,4,70,-9.648883192164169,-9.114667991291956,-9.648883192164169,-11.566154229543141,,,,,
episode,BC-PPO,4,71,-10.100067456911042,-9.114667991291956,-10.100067456911042,-12.110640459486474,,,,,
episode,BC-PPO,4,72,-10.303541220664648,-9.114667991291956,-10.303541220664648,-12.358654496934381,,,,,
episode,BC-PPO,4,73,-9.791301760166247,-9.114667991291956,-9.791301760166247,-11.735320231924092,,,,,
episode,BC-PPO,4,74,-10.551893953595771,-9.114667991291956,-10.551893953595771,-12.661576871791937,,,,,
episode,BC-PPO,4,75,-10.309293779825094,-9.114667991291956,-10.309293779825094,-12.36639490504209,,,,,
episode,BC-PPO,4,76,-9.750530586568106,-9.114667991291956,-9.750530586568106,-11.690607992796847,,,,,
episode,BC-PPO,4,77,-10.486043184088153,-9.114667991291956,-10.486043184088153,-12.581085995864992,,,,,
episode,BC-PPO,4,78,-9.999331261530742,-9.114667991291956,-9.999331261530742,-11.985237350388184,,,,,
episode,BC-PPO,4,79,-10.102443084254055,-9.114667991291956,-10.102443084254055,-12.11418706157838,,,,,
episode,BC-PPO,4,80,-9.854961195956701,-9.114667991291956,-9.854961195956701,-11.812303970586434,,,,,
episode,BC-PPO,4,81,-9.813833932985291,-9.114667991291956,-9.813833932985291,-11.760657539876084,,,,,
episode,BC-PPO,4,82,-9.628596841727031,-9.114667991291956,-9.628596841727031,-11.53693618494215,,,,,
episode,BC-PPO,4,83,-9.897440223364542,-9.114667991291956,-9.897440223364542,-11.855431155759467,,,,,
episode,BC-PPO,4,84,-9.96300715588185,-9.114667991291956,-9.96300715588185,-11.93751026757963,,,,,
episode,BC-PPO,4,85,-9.386583187900442,-9.114667991291956,-9.386583187900442,-11.233669890432315,,,,,
episode,BC-PPO,4,86,-9.655138497653098,-9.114667991291956,-9.655138497653098,-11.557330239966877,,,,,
episode,BC-PPO,4,87,-9.5731811155725,-9.114667991291956,-9.5731811155725,-11.462565909351527,,,,,
episode,BC-PPO,4,88,-9.525822490169682,-9.114667991291956,-9.525822490169682,-11.403724994145449,,,,,
episode,BC-PPO,4,89,-9.38395261488251,-9.114667991291956,-9.38395261488251,-11.231720416362522,,,,,
episode,BC-PPO,4,90,-8.847664145450711,-8.847664145450711,-8.847664145450711,-10.58249490046837,,,,,
episode,BC-PPO,4,91,-9.359745776202512,-8.847664145450711,-9.359745776202512,-11.20139431998229,,,,,
episode,BC-PPO,4,92,-9.190290846092854,-8.847664145450711,-9.190290846092854,-10.999978484957087,,,,,
episode,BC-PPO,4,93,-9.870366097465476,-8.847664145450711,-9.870366097465476,-11.822302695765465,,,,,
episode,BC-PPO,4,94,-9.428694903500467,-8.847664145450711,-9.428694903500467,-11.285086456431412,,,,,
episode,BC-PPO,4,95,-9.550548152490421,-8.847664145450711,-9.550548152490421,-11.43534301344145,,,,,
episode,BC-PPO,4,96,-9.418997523062838,-8.847664145450711,-9.418997523062838,-11.278095257878183,,,,,
episode,BC-PPO,4,97,-9.180001192071792,-8.847664145450711,-9.180001192071792,-10.982427292640157,,,,,
episode,BC-PPO,4,98,-9.393013225788154,-8.847664145450711,-9.393013225788154,-11.24406636412946,,,,,
episode,BC-PPO,4,99,-9.448759218638758,-8.847664145450711,-9.448759218638758,-11.312706100051425,,,,,
episode,BC-PPO,4,100,-9.484122681126713,-8.847664145450711,-9.484122681126713,-11.356475578696541,,,,,
episode,BC-PPO,4,101,-9.205869225349318,-8.847664145450711,-9.205869225349318,-11.021241081115473,,,,,
episode,BC-PPO,4,102,-9.516527079414661,-8.847664145450711,-9.516527079414661,-11.391361096813128,,,,,
episode,BC-PPO,4,103,-8.97589916978806,-8.847664145450711,-8.97589916978806,-10.749029307904093,,,,,
episode,BC-PPO,4,104,-9.098473088683898,-8.847664145450711,-9.098473088683898,-10.892778530256743,,,,,
episode,BC-PPO,4,105,-9.381186084887805,-8.847664145450711,-9.381186084887805,-11.229419869447677,,,,,
episode,BC-PPO,4,106,-9.559350262610126,-8.847664145450711,-9.559350262610126,-11.444699027784903,,,,,
episode,BC-PPO,4,107,-9.219703470904477,-8.847664145450711,-9.219703470904477,-11.035411602412134,,,,,
episode,BC-PPO,4,108,-8.966144267592181,-8.847664145450711,-8.966144267592181,-10.733443139853907,,,,,
episode,BC-PPO,4,109,-9.058577561792118,-8.847664145450711,-9.058577561792118,-10.842987884504137,,,,,
episode,BC-PPO,4,110,-8.988929177695177,-8.847664145450711,-8.988929177695177,-10.753539044382979,,,,,
episode,BC-PPO,4,111,-8.934014414343924,-8.847664145450711,-8.934014414343924,-10.698834460681669,,,,,
episode,BC-PPO,4,112,-9.004355531705748,-8.847664145450711,-9.004355531705748,-10.792070987015032,,,,,
episode,BC-PPO,4,113,-9.23854207033395,-8.847664145450711,-9.23854207033395,-11.054597257917742,,,,,
episode,BC-PPO,4,114,-8.828550688686594,-8.828550688686594,-8.828550688686594,-10.56124562264785,,,,,
episode,BC-PPO,4,115,-9.127767862091664,-8.828550688686594,-9.127767862091664,-10.926683751934709,,,,,
episode,BC-PPO,4,116,-8.799067039562196,-8.799067039562196,-8.799067039562196,-10.523634175957676,,,,,
episode,BC-PPO,4,117,-8.768397869478301,-8.768397869478301,-8.768397869478301,-10.490660181010336,,,,,
episode,BC-PPO,4,118,-8.102597703593203,-8.102597703593203,-8.102597703593203,-11.684791394263637,,,,,
episode,BC-PPO,4,119,-9.010113040392387,-8.102597703593203,-9.010113040392387,-10.785986530803532,,,,,
episode,BC-PPO,4,120,-9.867836207254483,-8.102597703593203,-9.867836207254483,-13.861006809871705,,,,,
episode,BC-PPO,4,121,-4.842142915679743,-4.842142915679743,-4.842142915679743,-7.628722780458557,,,,,
episode,BC-PPO,4,122,-8.751295859260614,-4.842142915679743,-8.751295859260614,-12.462341221162612,,,,,
episode,BC-PPO,4,123,-7.522593385755799,-4.842142915679743,-7.522593385755799,-10.942688991786257,,,,,
episode,BC-PPO,4,124,-5.312032857863306,-4.842142915679743,-5.312032857863306,-8.162122349341255,,,,,
episode,BC-PPO,4,125,-7.5097165510391415,-4.842142915679743,-7.5097165510391415,-10.9459271551735,,,,,
episode,BC-PPO,4,126,-8.157811583097816,-4.842142915679743,-8.157811583097816,-11.738163413287518,,,,,
episode,BC-PPO,4,127,-4.797627156510672,-4.797627156510672,-4.797627156510672,-5.576395454502349,,,,,
episode,BC-PPO,4,128,-4.5712978684278625,-4.5712978684278625,-4.5712978684278625,-5.293965514796222,,,,,
episode,BC-PPO,4,129,-5.028070937530614,-4.5712978684278625,-5.028070937530614,-7.905234562967093,,,,,
